pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,st_logg,label
-0.0360040238377656,-0.023429860595560372,-0.03915144354351919,-0.4795691627174781,-0.18014095534792265,-0.13044484312047744,0.37079832854021955,2.0
0.005943442025505103,-0.023149146090474713,-0.03995222992968453,-0.973473568929734,-0.18014095534792265,-0.13044484312047744,0.37079832854021955,2.0
-0.026284102370980396,-0.017352637801249786,-0.039666058753094424,-0.6982982568971914,0.1683059218209291,-0.14423575743394068,0.5889129390006469,1.0
-0.04324052021988762,-0.008064435054029559,-0.03158368990806913,0.36994641596760197,0.12628217784076606,-0.16223406933456214,0.6455660845747853,0.0
-0.04250423787988686,-0.02318854461750428,-0.03125950791935163,0.38546912587713006,0.32414397241403364,-0.10262927018315335,0.2886512674577211,2.0
-0.03450437853676657,-0.022622190791454267,-0.038950299046426044,-0.4203006339720074,0.3372763924078346,-0.1199263491525818,0.42461881683565006,2.0
-0.04100220405373861,-0.023178694985746887,-0.03598488696015753,0.03832488608223019,0.3372763924078346,-0.1199263491525818,0.42461881683565006,2.0
-0.042465962449944564,-0.02375982325943299,-0.032382011752799776,0.3205559753463764,0.3372763924078346,-0.1199263491525818,0.42461881683565006,2.0
-0.03798911046138727,-0.00523266592377949,-0.032766101056391383,0.29515517731260327,0.49574092699969935,0.11054554089953224,-0.9917098225177743,0.0
-0.029860292928802275,-0.02170617503801685,-0.0397471042502738,-0.7519221638573792,-0.5513506938393627,-0.14891064364189432,0.42178615955694476,2.0
-0.042555566318337255,-0.01812090907832633,-0.03282070012817539,0.29092171097364106,0.139414597834567,-0.12179630363576326,0.3424717557531516,2.0
-0.042803792903781314,-0.01661391541944542,-0.0007109480959827324,1.2914309224150393,0.6822212909116727,0.10914307503714615,-0.8982321323204484,2.0
-0.04157351487361576,-0.01735756261712848,-0.028050769761434623,0.5477520022040141,0.4939899376671925,-0.007962824472092296,-0.4733335405144223,2.0
-0.04139919506743803,-0.02397159034221691,-0.0352947205683879,0.10323803661298382,0.15079602849586116,-0.1082391336326977,0.20083889181780956,2.0
-0.0341056094534679,0.04958053480610446,-0.039319316731243954,-0.5360153805703074,0.1175272311782321,-0.14891064364189432,0.6172395117877174,0.0
-0.02674642857781649,-0.02100685118324205,-0.03987090006233961,-0.8605811332240755,-0.540844757844322,-0.1881796877887048,0.7220478310998706,0.0
-0.026916858160505437,-0.00026845151805415086,-0.03950804373110844,-0.6136289301179476,0.3994365137118257,-0.12576995691252385,0.45294538962272046,0.0
-0.029485736602129366,-0.020632565176461174,-0.039757910316564386,-0.7589779410889829,-0.4454158392227017,-0.16340279088655055,0.5124311924755641,0.0
-0.03620424029962866,-0.02332643946210776,-0.03964188728902338,-0.6827755469876634,-0.7045622604337071,-0.18443977882234192,0.6993865728702158,2.0
-0.03923313430570185,-0.02313929645871732,-0.03956425423383051,-0.6418520390443622,-0.9838450589685405,-0.19004964227188625,0.8835092959861597,2.0
-0.04234479684533391,-0.023764748075311686,-0.03714426412507091,-0.09432372587191853,-0.5881214698220053,-0.15568922864342707,0.4756066478523728,0.0
-0.039867755882246725,-0.023287040935078194,-0.0384367265274578,-0.301763576481066,-0.41652451523633965,-0.13441849639723805,0.29431658201513666,2.0
-0.04118274846378499,-0.023705650284767333,-0.03763897342305823,-0.16205918729531363,-0.41652451523633965,-0.13441849639723805,0.29431658201513666,2.0
-0.03729146172278261,-0.023902642919915167,-0.03911883576453708,-0.469691074593233,-0.41652451523633965,-0.13441849639723805,0.29431658201513666,2.0
0.3160747007269909,-0.004104883087558158,-0.04002114229980079,-1.1795022640925608,-0.10309742471762377,0.02219019156920863,-0.7226073810406228,0.0
-0.024624280223930844,-0.02309004829993036,-0.03986189500709745,-0.8507030450998304,-0.6187637831408742,-0.15358552984984794,0.46427601873754665,2.0
-0.04019710969539068,-0.023173770169868192,-0.038456063698714626,-0.30458588737370745,-0.2816983366333166,-0.14914438795229198,0.6115741972303018,2.0
-0.040865403450734084,-0.02341016133204559,-0.037689022572193566,-0.170526119973238,-0.014672463426030747,-0.1528842969186549,0.6455660845747853,2.0
-0.04345580938585113,-0.022311927391096432,-0.030046574373261234,0.45038227640788364,0.046612163211707,-0.1528842969186549,0.6427334272960775,0.0
0.5812598799898896,-0.017579179331669793,-0.04003526601802269,-1.3220289641709546,-0.1232338020414519,-0.1173551617382073,0.36796567126151425,0.0
0.01232745539599059,-0.00490762807578557,-0.03989232261481041,-0.8859819312578486,0.42307486970066743,-0.09211077621525769,0.1866756054242756,0.0
-0.009032456978374657,-0.023154070906353408,-0.039862937697704444,-0.8521142005461511,-0.15737809402533434,-0.10496671328713016,0.09319791522694848,2.0
-0.006399948076202831,-0.022641890054969048,-0.03995554758161584,-0.9791181907150169,-0.5513506938393627,-0.14891064364189432,0.42178615955694476,2.0
-0.039024323843576514,-0.023237792776291236,-0.039012007372348584,-0.4372344993278562,-0.5513506938393627,-0.14891064364189432,0.42178615955694476,2.0
-0.029912166736112456,-0.023016176061749927,-0.039760754018219796,-0.7618002519816244,-0.5653586084994171,-0.15405301847064332,0.46144336145883885,2.0
-0.01439958292042364,-0.022888130848903836,-0.039891185134148244,-0.8845707758115279,-0.06545115406872773,-0.16059785916177838,0.6342354554599566,2.0
0.04081839046198787,-0.023498808017862114,-0.040001425968323234,-1.0920106264206755,-0.06545115406872773,-0.16059785916177838,0.6342354554599566,2.0
-0.04023208317012896,-0.018529668796258076,-0.03672661914194538,-0.04211097435805148,0.0448611738792002,-0.0942144750088368,0.06487134243988057,2.0
-0.04234020614098824,-0.02132203939947858,-0.03503546976746908,0.1258165237541155,-0.09696896205385,-0.13441849639723805,0.37363098581892734,0.0
-0.04066206157110272,-0.023508657649619503,-0.03634537354000918,0.00022368903157045323,0.3626657377291831,-0.12062758208377485,0.42461881683565006,2.0
-0.026515572959177985,-0.018426247662805467,-0.03940320593007875,-0.5684719558356842,0.3617902430629297,-0.09865561690639278,0.1555163753584999,0.0
-0.03980926505289576,-0.02309497311580906,-0.03683771308661699,-0.05622252882125879,0.10351931651817776,-0.09304575345684842,0.008218196865744763,2.0
-0.006173704631228322,-0.02183422025086294,-0.03988009469769212,-0.8704592213483207,-0.1687595246866285,-0.10262927018315335,0.08753260066953542,2.0
-0.037062869723346194,-0.02330181538271428,-0.0391674630628447,-0.4838026290564403,-0.06019818607120736,-0.1631690465761529,0.696553915591508,2.0
-0.04101050539403027,-0.02236117554988339,-0.03467962790032127,0.15545078812685087,0.4493397096882693,-0.08930584449048551,0.22916546460487747,2.0
-0.04223263818739613,-0.018529668796258076,-0.03509878952432969,0.12158305741515332,-0.11272786604641113,-0.12390000242934239,0.32830846935961766,2.0
-0.013181250687480706,-0.020928054129182916,-0.03996170893520258,-0.9918185897319035,-0.5434712418430822,-0.18233608002876278,0.8268561504120239,0.0
-0.04141720816254636,-0.023612078783072116,-0.03616176520312445,0.01997986528006069,0.1919442778097708,-0.13278228622445426,0.5152638497542694,2.0
-0.04072510516751677,-0.02294230382356949,-0.03670927256184734,-0.040699818911730745,0.046612163211707,-0.1098753438054815,0.26032469467065317,2.0
-0.03423825335893404,-0.022597566712060785,-0.03909371639991423,-0.4612241419153086,0.046612163211707,-0.1098753438054815,0.26032469467065317,2.0
-0.020220122520043047,-0.023030950509386014,-0.03991071188551544,-0.9085604183989804,-0.4655522165465299,-0.16877891002569723,0.7333784602146968,2.0
-0.032192326145274106,-0.02324271759216993,-0.039189169985481054,-0.49085840628804395,0.1691814164871825,-0.11057657673667452,0.19800623453910177,2.0
-0.038209298608178115,-0.023661326941859073,-0.037827036892536456,-0.19169345166804896,0.10351931651817776,-0.09304575345684842,0.008218196865744763,2.0
-0.03791361641366609,-0.01714087071846587,-0.03807851490893047,-0.2340281150576709,0.39155706171554516,-0.1236662581189447,0.37646364309763514,0.0
-0.029565035521689022,-0.02355790580840646,-0.039959433973878244,-0.9875851233929412,-1.3436733667986864,-0.20337306796455412,0.9203338406093485,2.0
-0.03750771568887842,-0.02347910875434733,-0.039828339327563536,-0.8182464698344536,-1.3436733667986864,-0.20337306796455412,0.9203338406093485,2.0
